master_version	rule_id	brand_id	category_id	db_ready	scoring_formula_version	メルカリ検索URL1	メルカリ検索URL2	メルカリ検索URL3	カテゴリ	性別	ブランド	ブランド日本語	服種類	商品名・狙い目	季節	季節ピーク	想定販売期間	素材加点	素材タグ	サイズ加点	サイズタグ	仕入れ上限	仕入れ上限_min	仕入れ上限_max	想定販売価格	想定販売価格_min	想定販売価格_max	粗利目安	粗利_min	粗利_max	想定送料_min	想定送料_max	配送サイズ	送料注意度	優先度	ブランドスコア	ジャンルスコア	素材スコア	サイズスコア	回転見込み	回転スコア	利益見込み	偽物リスク	真贋リスクスコア	劣化リスク	状態リスクスコア	相場信頼度	総合スコア_初期	推奨判定_初期	データ信頼度	強い条件	強みタグ	需要タグ	避ける条件	状態NGタグ	リスクタグ	検索キーワード	最低確認相場数	写真必須箇所	現場アクション	AI判定メモ	アプリ入力必須項目	即見送り条件	例外条件	AI追加質問	メルカリ検索式1	メルカリ検索式2	メルカリ検索式3	撮影指示詳細	購入制御ルール
v5_expanded_additions	RULE_EXP_016	BRD_STYLEVOICE_FOR_XXX	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=Stylevoice%20for%20xxx%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E3%83%B4%E3%82%A9%E3%82%A4%E3%82%B9%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	https://jp.mercari.com/search?keyword=Stylevoice%20%E5%AE%8C%E5%A3%B2	レディース服	ユニセックス	Stylevoice for xxx	スタイルヴォイス フォー	ワンピース／ブラウス	インフルエンサー系ワンピース／ブラウス	通年	通年	2〜8週間	デザイン/完売品	デザイン,完売品	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	1000〜4000	1000	4000	5000〜12000	5000	12000	約-250〜9570	-250	9570	230	750	ゆうパケットポスト〜宅急便60	中	B	60	55	70	75	普通	70	中	中	25	中	25	60	50	慎重	中	インフルエンサー系/完売品/安仕入れ	インフルエンサー系,完売品,安仕入れ	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	Stylevoice for xxx ワンピース,スタイルヴォイス ブラウス,Stylevoice 完売	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Stylevoice for xxxはインフルエンサー系ワンピース／ブラウスを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Stylevoice for xxx ワンピース	スタイルヴォイス ブラウス	Stylevoice 完売	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_017	BRD_MAME_KUROGOUCHI	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=Mame%20Kurogouchi%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=Mame%20Kurogouchi%20%E3%83%89%E3%83%AC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%83%9E%E3%83%A1%E3%82%AF%E3%83%AD%E3%82%B4%E3%82%A6%E3%83%81%20%E5%88%BA%E7%B9%8D	レディース服	ユニセックス	Mame Kurogouchi	マメ クロゴウチ	刺繍ワンピース／ニット／ドレス	刺繍ワンピース／ドレス／ニット／ジャガード	通年	通年	2〜8週間	刺繍/ジャガード/シルク/レース	刺繍,ジャガード,シルク,レース	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	5000〜20000	5000	20000	18000〜80000	18000	80000	約-4550〜66770	-4550	66770	230	750	ゆうパケットポスト〜宅急便60	中	S	92	80	85	75	普通	70	高	中	25	中	25	75	66	条件付き買い	中	刺繍/ジャガード/ドレス/人気型/美品	刺繍,ジャガード,ドレス,人気型,美品	ブランド指名買い,通年需要,高単価	引っ掛け/ほつれ/脇汗/シミ/真贋不明	引っ掛け,ほつれ,脇汗,シミ,真贋不明	真贋注意,状態注意,相場確認必須	Mame Kurogouchi ワンピース,Mame Kurogouchi ドレス,マメクロゴウチ 刺繍	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Mame Kurogouchiは刺繍ワンピース／ドレス／ニット／ジャガードを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Mame Kurogouchi ワンピース	Mame Kurogouchi ドレス	マメクロゴウチ 刺繍	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_018	BRD_CFCL	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=CFCL%20POTTERY	https://jp.mercari.com/search?keyword=CFCL%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%82%B7%E3%83%BC%E3%82%A8%E3%83%95%E3%82%B7%E3%83%BC%E3%82%A8%E3%83%AB%20%E3%83%89%E3%83%AC%E3%82%B9	レディース服	ユニセックス	CFCL	シーエフシーエル	ニットワンピース／トップス／スカート	POTTERYドレス／ニットワンピース／トップス	通年	通年	2〜8週間	ニット/立体シルエット/現行人気	ニット,立体シルエット,現行人気	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	5000〜18000	5000	18000	18000〜70000	18000	70000	約-2550〜57770	-2550	57770	230	750	ゆうパケットポスト〜宅急便60	中	S	92	80	70	75	普通	70	高	中	25	中	25	75	64	条件付き買い	中	POTTERY/人気色/サイズ1〜3/美品	POTTERY,人気色,サイズ1〜3,美品	ブランド指名買い,通年需要,高単価	糸引き/伸び/毛羽立ち/強い汚れ	糸引き,伸び,毛羽立ち,強い汚れ	真贋注意,状態注意,相場確認必須	CFCL POTTERY,CFCL ワンピース,シーエフシーエル ドレス	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	CFCLはPOTTERYドレス／ニットワンピース／トップスを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	CFCL POTTERY	CFCL ワンピース	シーエフシーエル ドレス	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_019	BRD_FETICO	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=FETICO%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=FETICO%20%E3%83%89%E3%83%AC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%83%95%E3%82%A7%E3%83%86%E3%82%A3%E3%82%B3%20%E3%83%88%E3%83%83%E3%83%97%E3%82%B9	レディース服	ユニセックス	FETICO	フェティコ	ワンピース／トップス／ドレス	デザインワンピース／ドレス／トップス	通年	通年	2〜8週間	デザイン性/レース/シアー素材	デザイン性,レース,シアー素材	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	5000〜18000	5000	18000	18000〜70000	18000	70000	約-2550〜57770	-2550	57770	230	750	ゆうパケットポスト〜宅急便60	中	S	92	80	70	75	普通	70	高	中	25	中	25	75	64	条件付き買い	中	人気型/完売品/ドレス/美品	人気型,完売品,ドレス,美品	ブランド指名買い,通年需要,高単価	引っ掛け/シアー破れ/脇汗/真贋不明	引っ掛け,シアー破れ,脇汗,真贋不明	真贋注意,状態注意,相場確認必須	FETICO ワンピース,FETICO ドレス,フェティコ トップス	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	FETICOはデザインワンピース／ドレス／トップスを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	FETICO ワンピース	FETICO ドレス	フェティコ トップス	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_020	BRD_TOGA_PULLA	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=TOGA%20PULLA%20%E9%9D%B4	https://jp.mercari.com/search?keyword=TOGA%20PULLA%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%83%88%E3%83%BC%E3%82%AC%E3%83%97%E3%83%AB%E3%83%A9%20%E3%83%90%E3%83%83%E3%82%B0	レディース服	ユニセックス	TOGA PULLA	トーガプルラ	ワンピース／ブラウス／靴／バッグ	メタルパーツ靴／ブラウス／ワンピース／バッグ	通年	通年	2〜8週間	レザー/メタルパーツ/デザイン性	レザー,メタルパーツ,デザイン性	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜12000	3000	12000	10000〜40000	10000	40000	約-4050〜32250	-4050	32250	750	1050	宅急便60〜80	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	メタルパーツ/人気型/靴/バッグ/美品	メタルパーツ,人気型,靴,バッグ,美品	ブランド指名買い,通年需要,高単価	金具傷大/レザー剥げ/ソール減り/汚れ	金具傷大,レザー剥げ,ソール減り,汚れ	真贋注意,状態注意,相場確認必須	TOGA PULLA 靴,TOGA PULLA ワンピース,トーガプルラ バッグ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	TOGA PULLAはメタルパーツ靴／ブラウス／ワンピース／バッグを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	TOGA PULLA 靴	TOGA PULLA ワンピース	トーガプルラ バッグ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_021	BRD_UJOH	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=Ujoh%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=Ujoh%20%E3%82%B7%E3%83%A3%E3%83%84	https://jp.mercari.com/search?keyword=%E3%82%A6%E3%82%B8%E3%83%A7%E3%83%BC%20%E3%83%91%E3%83%B3%E3%83%84	レディース服	ユニセックス	Ujoh	ウジョー	変形ワンピース／シャツ／パンツ	変形ワンピース／シャツ／パンツ	通年	通年	2〜8週間	変形デザイン/ウール/コットン	変形デザイン,ウール,コットン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜12000	3000	12000	12000〜40000	12000	40000	約-1950〜32770	-1950	32770	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	変形/アシンメトリー/美品/現行感	変形,アシンメトリー,美品,現行感	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	Ujoh ワンピース,Ujoh シャツ,ウジョー パンツ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Ujohは変形ワンピース／シャツ／パンツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Ujoh ワンピース	Ujoh シャツ	ウジョー パンツ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_022	BRD_INSCRIRE	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=INSCRIRE%20%E3%83%87%E3%83%8B%E3%83%A0	https://jp.mercari.com/search?keyword=INSCRIRE%20%E3%83%8B%E3%83%83%E3%83%88	https://jp.mercari.com/search?keyword=%E3%82%A2%E3%83%B3%E3%82%B9%E3%82%AF%E3%83%AA%E3%82%A2%20%E3%82%B7%E3%83%A3%E3%83%84	レディース服	ユニセックス	INSCRIRE	アンスクリア	デニム／ニット／シャツ／アウター	デニム／ニット／シャツ／アウター	通年	通年	2〜8週間	デニム/ウール/カシミヤ/コットン	デニム,ウール,カシミヤ,コットン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜12000	3000	12000	10000〜35000	10000	35000	約-4200〜27750	-4200	27750	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	デニム/現行品/美品/サイズ38以上	デニム,現行品,美品,サイズ38以上	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	INSCRIRE デニム,INSCRIRE ニット,アンスクリア シャツ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	INSCRIREはデニム／ニット／シャツ／アウターを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	INSCRIRE デニム	INSCRIRE ニット	アンスクリア シャツ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_023	BRD_CINOH	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=CINOH%20%E3%83%8B%E3%83%83%E3%83%88	https://jp.mercari.com/search?keyword=CINOH%20%E3%82%B7%E3%83%A3%E3%83%84	https://jp.mercari.com/search?keyword=%E3%83%81%E3%83%8E%20%E3%82%B3%E3%83%BC%E3%83%88	レディース服	ユニセックス	CINOH	チノ	ニット／シャツ／パンツ／コート	ニット／シャツ／パンツ／コート	通年	通年	2〜8週間	ウール/カシミヤ/上質コットン	ウール,カシミヤ,上質コットン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜12000	3000	12000	10000〜35000	10000	35000	約-4200〜27750	-4200	27750	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	上質素材/現行感/美品/シンプル高級	上質素材,現行感,美品,シンプル高級	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	CINOH ニット,CINOH シャツ,チノ コート	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	CINOHはニット／シャツ／パンツ／コートを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	CINOH ニット	CINOH シャツ	チノ コート	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_024	BRD_ASTRAET	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=ASTRAET%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	https://jp.mercari.com/search?keyword=ASTRAET%20%E3%83%91%E3%83%B3%E3%83%84	https://jp.mercari.com/search?keyword=%E3%82%A2%E3%82%B9%E3%83%88%E3%83%A9%E3%83%83%E3%83%88%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	レディース服	ユニセックス	ASTRAET	アストラット	ブラウス／パンツ／ワンピース／アウター	ブラウス／パンツ／ワンピース／アウター	通年	通年	2〜8週間	ウール/リネン/デザイン性	ウール,リネン,デザイン性	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	2000〜8000	2000	8000	8000〜25000	8000	25000	約-2000〜19750	-2000	19750	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	ユナイテッドアローズ上位/美品/現行感	ユナイテッドアローズ上位,美品,現行感	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	ASTRAET ブラウス,ASTRAET パンツ,アストラット ワンピース	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	ASTRAETはブラウス／パンツ／ワンピース／アウターを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	ASTRAET ブラウス	ASTRAET パンツ	アストラット ワンピース	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_025	BRD_LOEFF	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=LOEFF%20%E3%82%B7%E3%83%A3%E3%83%84	https://jp.mercari.com/search?keyword=LOEFF%20%E3%83%91%E3%83%B3%E3%83%84	https://jp.mercari.com/search?keyword=%E3%83%AD%E3%82%A8%E3%83%95%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	レディース服	ユニセックス	LOEFF	ロエフ	シャツ／パンツ／ワンピース／コート	シャツ／パンツ／ワンピース／コート	通年	通年	2〜8週間	上質コットン/ウール/リネン	上質コットン,ウール,リネン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜10000	3000	10000	10000〜30000	10000	30000	約-2200〜23250	-2200	23250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	ユナイテッドアローズ上位/シンプル高品質/美品	ユナイテッドアローズ上位,シンプル高品質,美品	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	LOEFF シャツ,LOEFF パンツ,ロエフ ワンピース	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	LOEFFはシャツ／パンツ／ワンピース／コートを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	LOEFF シャツ	LOEFF パンツ	ロエフ ワンピース	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_026	BRD_CABANA	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=Cabana%20%E3%82%B7%E3%83%A3%E3%83%84	https://jp.mercari.com/search?keyword=Cabana%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%82%AB%E3%83%90%E3%83%8A%20%E3%82%B8%E3%83%A3%E3%82%B1%E3%83%83%E3%83%88	レディース服	ユニセックス	Cabana	カバナ	シャツ／ジャケット／ワンピース	シャツ／ジャケット／ワンピース	通年	通年	2〜8週間	リネン/コットン/柄物	リネン,コットン,柄物	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜10000	3000	10000	10000〜30000	10000	30000	約-2200〜23250	-2200	23250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	大人カジュアル/柄物/リネン/美品	大人カジュアル,柄物,リネン,美品	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	Cabana シャツ,Cabana ワンピース,カバナ ジャケット	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Cabanaはシャツ／ジャケット／ワンピースを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Cabana シャツ	Cabana ワンピース	カバナ ジャケット	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_027	BRD_HOUSE_OF_LOTUS	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=HOUSE%20OF%20LOTUS%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%83%8F%E3%82%A6%E3%82%B9%E3%82%AA%E3%83%96%E3%83%AD%E3%83%BC%E3%82%BF%E3%82%B9%20%E5%88%BA%E7%B9%8D	https://jp.mercari.com/search?keyword=HOUSE%20OF%20LOTUS%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	レディース服	ユニセックス	HOUSE OF LOTUS	ハウス オブ ロータス	ワンピース／ブラウス／刺繍アイテム	刺繍ワンピース／ブラウス／リネン服	通年	通年	2〜8週間	リネン/刺繍/コットン/シルク	リネン,刺繍,コットン,シルク	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	2000〜8000	2000	8000	8000〜25000	8000	25000	約-1550〜20270	-1550	20270	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	刺繍/リネン/エスニック/ロング丈	刺繍,リネン,エスニック,ロング丈	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	HOUSE OF LOTUS ワンピース,ハウスオブロータス 刺繍,HOUSE OF LOTUS ブラウス	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	HOUSE OF LOTUSは刺繍ワンピース／ブラウス／リネン服を優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	HOUSE OF LOTUS ワンピース	ハウスオブロータス 刺繍	HOUSE OF LOTUS ブラウス	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
